故障ID,故障代码,故障现象,车型,行驶里程(km),故障发生时间
F7423,P0171,燃油系统过稀,本田思域,32508,2024-09-01 08:29
F7424,B1234,空调压缩机不工作,比亚迪汉,133198,2024-01-07 12:45
F7425,P0420,催化转化器效率低,宝马3系,62079,2024-03-06 15:12
F7426,P0299,涡轮增压器压力不足,福特蒙迪欧,90173,2024-06-28 08:14
F7427,C0121,刹车压力传感器信号异常,吉利星越L,121168,2025-04-24 14:50
F7428,B0081,主驾驶安全带传感器故障,奥迪A4L,76330,2025-11-14 08:55
F7429,P0521,机油压力传感器电路范围故障,长城哈弗H6,78940,2024-07-22 12:43
F7430,C0561,ABS系统控制模块故障,奔驰C级,94427,2025-12-19 17:38
F7431,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,113661,2024-01-22 12:39
F7432,B0100,空气囊控制模块故障,大众帕萨特,72213,2024-01-25 16:05
F7433,P0122,节气门位置传感器电压低,本田CR-V,134735,2025-10-30 15:49
F7434,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,109914,2024-08-03 15:06
F7435,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,56345,2025-02-09 14:01
F7436,B0200,右前安全气囊传感器故障,奥迪Q5L,60538,2025-05-05 11:50
F7437,P0606,ECM内部控制模块处理器故障,福特锐界,54295,2025-07-13 15:56
F7438,C0051,右后轮速传感器电路故障,吉利博越,71129,2024-04-17 13:46
F7439,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,97145,2024-12-19 08:58
F7440,P0113,进气温度传感器电压高,奔驰E级,92314,2024-11-13 09:33
F7441,P0301,1缸失火，发动机抖动,丰田卡罗拉,30782,2025-12-28 15:17
F7442,C0045,右前轮速传感器故障,大众朗逸,138142,2025-08-18 17:43
F7443,P0171,燃油系统过稀,本田思域,98971,2024-10-17 17:01
F7444,B1234,空调压缩机不工作,比亚迪汉,36732,2024-05-08 08:56
F7445,P0420,催化转化器效率低,宝马3系,109857,2024-10-23 10:43
F7446,P0299,涡轮增压器压力不足,福特蒙迪欧,123998,2025-11-10 14:14
F7447,C0121,刹车压力传感器信号异常,吉利星越L,54329,2025-08-15 09:55
F7448,B0081,主驾驶安全带传感器故障,奥迪A4L,65173,2025-01-30 08:20
F7449,P0521,机油压力传感器电路范围故障,长城哈弗H6,142696,2024-07-26 12:12
F7450,C0561,ABS系统控制模块故障,奔驰C级,103607,2025-04-30 15:40
F7451,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,60185,2024-04-16 13:29
F7452,B0100,空气囊控制模块故障,大众帕萨特,85244,2024-10-11 15:33
F7453,P0122,节气门位置传感器电压低,本田CR-V,95797,2024-01-29 09:38
F7454,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,53179,2024-05-08 13:32
F7455,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,34268,2025-11-30 08:00
F7456,B0200,右前安全气囊传感器故障,奥迪Q5L,21642,2024-09-22 17:08
F7457,P0606,ECM内部控制模块处理器故障,福特锐界,102002,2024-06-05 16:24
F7458,C0051,右后轮速传感器电路故障,吉利博越,97782,2025-08-11 12:08
F7459,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,72641,2024-01-02 14:34
F7460,P0113,进气温度传感器电压高,奔驰E级,142991,2025-11-12 08:06
F7461,P0301,1缸失火，发动机抖动,丰田卡罗拉,59195,2025-11-16 08:57
F7462,C0045,右前轮速传感器故障,大众朗逸,48830,2024-10-16 17:03
F7463,P0171,燃油系统过稀,本田思域,102400,2025-06-27 08:40
F7464,B1234,空调压缩机不工作,比亚迪汉,64325,2024-08-20 16:27
F7465,P0420,催化转化器效率低,宝马3系,21113,2024-09-17 16:40
F7466,P0299,涡轮增压器压力不足,福特蒙迪欧,49889,2024-05-24 08:07
F7467,C0121,刹车压力传感器信号异常,吉利星越L,86982,2025-05-07 16:08
F7468,B0081,主驾驶安全带传感器故障,奥迪A4L,22416,2025-07-06 08:58
F7469,P0521,机油压力传感器电路范围故障,长城哈弗H6,93817,2024-02-13 15:14
F7470,C0561,ABS系统控制模块故障,奔驰C级,23211,2024-12-09 13:18
F7471,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,26199,2024-12-26 16:34
F7472,B0100,空气囊控制模块故障,大众帕萨特,134368,2024-03-27 15:01
F7473,P0122,节气门位置传感器电压低,本田CR-V,41709,2025-01-07 13:57
F7474,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,50856,2024-02-21 14:43
F7475,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,136857,2024-03-30 13:12
F7476,B0200,右前安全气囊传感器故障,奥迪Q5L,25291,2025-07-17 13:02
F7477,P0606,ECM内部控制模块处理器故障,福特锐界,54707,2024-04-11 15:09
F7478,C0051,右后轮速传感器电路故障,吉利博越,20597,2024-01-13 08:11
F7479,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,128164,2024-07-09 08:34
F7480,P0113,进气温度传感器电压高,奔驰E级,57958,2024-03-03 10:04
F7481,P0301,1缸失火，发动机抖动,丰田卡罗拉,45379,2024-06-28 08:10
F7482,C0045,右前轮速传感器故障,大众朗逸,43559,2025-07-23 09:28
F7483,P0171,燃油系统过稀,本田思域,52873,2024-08-05 17:34
F7484,B1234,空调压缩机不工作,比亚迪汉,62150,2025-06-23 08:10
F7485,P0420,催化转化器效率低,宝马3系,40224,2024-11-25 13:05
F7486,P0299,涡轮增压器压力不足,福特蒙迪欧,20200,2025-05-30 08:53
F7487,C0121,刹车压力传感器信号异常,吉利星越L,34538,2024-06-02 08:32
F7488,B0081,主驾驶安全带传感器故障,奥迪A4L,58796,2025-11-02 14:28
F7489,P0521,机油压力传感器电路范围故障,长城哈弗H6,43413,2024-06-23 16:41
F7490,C0561,ABS系统控制模块故障,奔驰C级,86749,2025-05-07 17:41
F7491,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,139890,2024-10-21 10:32
F7492,B0100,空气囊控制模块故障,大众帕萨特,73787,2025-07-18 13:57
F7493,P0122,节气门位置传感器电压低,本田CR-V,21282,2024-12-24 15:45
F7494,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,53204,2025-01-26 16:33
F7495,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,138834,2024-03-03 13:16
F7496,B0200,右前安全气囊传感器故障,奥迪Q5L,35628,2025-03-18 14:07
F7497,P0606,ECM内部控制模块处理器故障,福特锐界,94807,2024-12-29 10:30
F7498,C0051,右后轮速传感器电路故障,吉利博越,70965,2024-03-19 08:12
F7499,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,49497,2025-05-25 14:30
F7500,P0113,进气温度传感器电压高,奔驰E级,40464,2025-08-01 13:46
F7501,P0301,1缸失火，发动机抖动,丰田卡罗拉,102742,2024-05-24 10:49
F7502,C0045,右前轮速传感器故障,大众朗逸,93590,2025-06-05 11:41
F7503,P0171,燃油系统过稀,本田思域,104020,2025-07-06 16:42
F7504,B1234,空调压缩机不工作,比亚迪汉,36419,2025-08-01 15:09
F7505,P0420,催化转化器效率低,宝马3系,27314,2025-04-16 11:15
F7506,P0299,涡轮增压器压力不足,福特蒙迪欧,29752,2024-10-09 15:10
F7507,C0121,刹车压力传感器信号异常,吉利星越L,41767,2025-05-18 10:01
F7508,B0081,主驾驶安全带传感器故障,奥迪A4L,97533,2025-02-03 12:33
F7509,P0521,机油压力传感器电路范围故障,长城哈弗H6,103166,2025-06-03 12:52
F7510,C0561,ABS系统控制模块故障,奔驰C级,63062,2025-01-05 09:17
F7511,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,25910,2025-10-26 17:33
F7512,B0100,空气囊控制模块故障,大众帕萨特,84654,2025-12-16 16:02
F7513,P0122,节气门位置传感器电压低,本田CR-V,45451,2025-02-06 10:05
F7514,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,147984,2025-04-14 09:29
F7515,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,33578,2025-11-23 10:57
F7516,B0200,右前安全气囊传感器故障,奥迪Q5L,49265,2024-11-20 13:50
F7517,P0606,ECM内部控制模块处理器故障,福特锐界,85463,2024-11-24 12:55
F7518,C0051,右后轮速传感器电路故障,吉利博越,67358,2024-12-25 12:28
F7519,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,98436,2025-11-30 10:52
F7520,P0113,进气温度传感器电压高,奔驰E级,75642,2025-05-30 12:32
F7521,P0301,1缸失火，发动机抖动,丰田卡罗拉,70951,2025-03-31 10:50
F7522,C0045,右前轮速传感器故障,大众朗逸,49228,2025-09-19 10:43
F7523,P0171,燃油系统过稀,本田思域,98611,2025-03-20 08:18
F7524,B1234,空调压缩机不工作,比亚迪汉,124305,2025-02-23 10:00
F7525,P0420,催化转化器效率低,宝马3系,35865,2025-02-14 16:43
F7526,P0299,涡轮增压器压力不足,福特蒙迪欧,20197,2025-07-08 08:15
F7527,C0121,刹车压力传感器信号异常,吉利星越L,135413,2025-06-13 14:54
F7528,B0081,主驾驶安全带传感器故障,奥迪A4L,90779,2024-09-29 08:59
F7529,P0521,机油压力传感器电路范围故障,长城哈弗H6,113295,2025-05-26 10:55
F7530,C0561,ABS系统控制模块故障,奔驰C级,125723,2024-02-10 12:15
F7531,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,27787,2024-02-24 11:25
F7532,B0100,空气囊控制模块故障,大众帕萨特,106673,2025-09-10 16:15
F7533,P0122,节气门位置传感器电压低,本田CR-V,81276,2025-09-30 14:55
F7534,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,145863,2025-09-10 08:28
F7535,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,78090,2024-09-29 15:07
F7536,B0200,右前安全气囊传感器故障,奥迪Q5L,96263,2024-10-11 09:27
F7537,P0606,ECM内部控制模块处理器故障,福特锐界,39068,2024-05-28 16:54
F7538,C0051,右后轮速传感器电路故障,吉利博越,116132,2025-04-15 11:31
F7539,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,119226,2024-02-10 08:52
F7540,P0113,进气温度传感器电压高,奔驰E级,39483,2024-10-30 10:38
F7541,P0301,1缸失火，发动机抖动,丰田卡罗拉,128965,2025-01-19 14:01
F7542,C0045,右前轮速传感器故障,大众朗逸,133026,2025-02-03 08:32
F7543,P0171,燃油系统过稀,本田思域,78046,2025-08-01 17:08
F7544,B1234,空调压缩机不工作,比亚迪汉,39047,2024-01-12 09:02
F7545,P0420,催化转化器效率低,宝马3系,23217,2024-02-01 12:50
F7546,P0299,涡轮增压器压力不足,福特蒙迪欧,146192,2024-08-13 12:00
F7547,C0121,刹车压力传感器信号异常,吉利星越L,22989,2024-11-15 08:09
F7548,B0081,主驾驶安全带传感器故障,奥迪A4L,57708,2024-03-12 17:17
F7549,P0521,机油压力传感器电路范围故障,长城哈弗H6,86291,2024-02-10 11:22
F7550,C0561,ABS系统控制模块故障,奔驰C级,92481,2024-02-02 16:53
F7551,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,124750,2025-02-22 17:06
F7552,B0100,空气囊控制模块故障,大众帕萨特,123154,2024-12-22 12:46
F7553,P0122,节气门位置传感器电压低,本田CR-V,20141,2024-03-24 12:26
F7554,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,76094,2025-01-09 17:08
F7555,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,48149,2024-05-28 14:07
F7556,B0200,右前安全气囊传感器故障,奥迪Q5L,29585,2025-06-05 13:24
F7557,P0606,ECM内部控制模块处理器故障,福特锐界,29437,2025-03-23 09:16
F7558,C0051,右后轮速传感器电路故障,吉利博越,70767,2024-04-01 17:33
F7559,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,23689,2025-12-08 16:13
F7560,P0113,进气温度传感器电压高,奔驰E级,91230,2024-01-14 08:09
F7561,P0301,1缸失火，发动机抖动,丰田卡罗拉,97364,2025-07-06 10:00
F7562,C0045,右前轮速传感器故障,大众朗逸,146629,2024-10-02 08:27
F7563,P0171,燃油系统过稀,本田思域,83257,2024-05-28 09:15
F7564,B1234,空调压缩机不工作,比亚迪汉,142185,2025-08-30 12:17
F7565,P0420,催化转化器效率低,宝马3系,42958,2025-06-26 08:55
F7566,P0299,涡轮增压器压力不足,福特蒙迪欧,109880,2025-03-04 11:06
F7567,C0121,刹车压力传感器信号异常,吉利星越L,86866,2025-09-17 08:35
F7568,B0081,主驾驶安全带传感器故障,奥迪A4L,141266,2025-07-13 12:40
F7569,P0521,机油压力传感器电路范围故障,长城哈弗H6,83857,2025-10-06 13:49
F7570,C0561,ABS系统控制模块故障,奔驰C级,46874,2024-02-27 16:00
F7571,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,120404,2025-09-21 08:30
F7572,B0100,空气囊控制模块故障,大众帕萨特,33161,2025-01-20 11:58
F7573,P0122,节气门位置传感器电压低,本田CR-V,116792,2025-08-05 11:19
F7574,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,20828,2025-12-18 08:00
F7575,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,110236,2024-03-11 10:13
F7576,B0200,右前安全气囊传感器故障,奥迪Q5L,93949,2024-03-08 08:01
F7577,P0606,ECM内部控制模块处理器故障,福特锐界,35473,2024-10-09 08:29
F7578,C0051,右后轮速传感器电路故障,吉利博越,61541,2025-04-21 16:32
F7579,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,65131,2024-10-12 10:39
F7580,P0113,进气温度传感器电压高,奔驰E级,94794,2024-05-25 08:40
F7581,P0301,1缸失火，发动机抖动,丰田卡罗拉,38350,2024-04-16 09:28
F7582,C0045,右前轮速传感器故障,大众朗逸,108797,2024-01-18 11:26
F7583,P0171,燃油系统过稀,本田思域,71252,2024-01-21 11:00
F7584,B1234,空调压缩机不工作,比亚迪汉,91451,2024-01-05 14:42
F7585,P0420,催化转化器效率低,宝马3系,125544,2025-03-28 14:22
F7586,P0299,涡轮增压器压力不足,福特蒙迪欧,134566,2024-03-04 08:59
F7587,C0121,刹车压力传感器信号异常,吉利星越L,36069,2025-05-30 14:22
F7588,B0081,主驾驶安全带传感器故障,奥迪A4L,76144,2024-12-04 13:50
F7589,P0521,机油压力传感器电路范围故障,长城哈弗H6,25928,2024-09-16 17:35
F7590,C0561,ABS系统控制模块故障,奔驰C级,107180,2025-01-22 12:44
F7591,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,49549,2024-09-26 10:26
F7592,B0100,空气囊控制模块故障,大众帕萨特,114450,2025-07-06 15:49
F7593,P0122,节气门位置传感器电压低,本田CR-V,98829,2025-12-09 13:59
F7594,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,98624,2025-03-16 16:26
F7595,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,20432,2024-05-29 17:15
F7596,B0200,右前安全气囊传感器故障,奥迪Q5L,86210,2025-10-11 13:34
F7597,P0606,ECM内部控制模块处理器故障,福特锐界,132929,2025-12-13 09:27
F7598,C0051,右后轮速传感器电路故障,吉利博越,95985,2024-06-09 13:53
F7599,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,99175,2024-12-18 09:01
F7600,P0113,进气温度传感器电压高,奔驰E级,65080,2025-06-16 16:57
F7601,P0301,1缸失火，发动机抖动,丰田卡罗拉,114382,2024-10-08 14:49
F7602,C0045,右前轮速传感器故障,大众朗逸,141037,2024-04-23 15:22
F7603,P0171,燃油系统过稀,本田思域,149999,2025-04-19 10:39
F7604,B1234,空调压缩机不工作,比亚迪汉,133921,2025-10-30 11:29
F7605,P0420,催化转化器效率低,宝马3系,41749,2024-03-12 11:19
F7606,P0299,涡轮增压器压力不足,福特蒙迪欧,28150,2025-08-09 13:05
F7607,C0121,刹车压力传感器信号异常,吉利星越L,26539,2024-07-29 15:13
F7608,B0081,主驾驶安全带传感器故障,奥迪A4L,113813,2025-04-12 10:26
F7609,P0521,机油压力传感器电路范围故障,长城哈弗H6,126786,2024-06-29 09:09
F7610,C0561,ABS系统控制模块故障,奔驰C级,21604,2024-07-31 17:34
F7611,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,70663,2025-06-21 14:03
F7612,B0100,空气囊控制模块故障,大众帕萨特,75782,2025-07-08 09:43
F7613,P0122,节气门位置传感器电压低,本田CR-V,144823,2025-05-30 14:25
F7614,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,39538,2024-01-18 11:56
F7615,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,65240,2024-10-07 13:25
F7616,B0200,右前安全气囊传感器故障,奥迪Q5L,140900,2025-07-14 17:54
F7617,P0606,ECM内部控制模块处理器故障,福特锐界,129303,2024-06-22 09:21
F7618,C0051,右后轮速传感器电路故障,吉利博越,149510,2024-11-21 09:18
F7619,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,23727,2024-07-29 11:20
F7620,P0113,进气温度传感器电压高,奔驰E级,118504,2024-12-08 14:16
F7621,P0301,1缸失火，发动机抖动,丰田卡罗拉,126747,2025-01-12 11:13
F7622,C0045,右前轮速传感器故障,大众朗逸,88557,2025-05-08 09:12
F7623,P0171,燃油系统过稀,本田思域,128524,2024-12-14 10:33
F7624,B1234,空调压缩机不工作,比亚迪汉,71231,2024-11-08 11:13
F7625,P0420,催化转化器效率低,宝马3系,23841,2024-10-28 10:25
F7626,P0299,涡轮增压器压力不足,福特蒙迪欧,136163,2024-06-27 16:40
F7627,C0121,刹车压力传感器信号异常,吉利星越L,116310,2025-05-24 08:48
F7628,B0081,主驾驶安全带传感器故障,奥迪A4L,144236,2025-02-02 15:34
F7629,P0521,机油压力传感器电路范围故障,长城哈弗H6,77179,2024-08-22 09:04
F7630,C0561,ABS系统控制模块故障,奔驰C级,28933,2025-10-20 10:46
F7631,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,64769,2024-12-16 11:12
F7632,B0100,空气囊控制模块故障,大众帕萨特,23363,2024-02-01 11:56
F7633,P0122,节气门位置传感器电压低,本田CR-V,58685,2025-10-07 14:32
F7634,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,66750,2025-02-18 14:21
F7635,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,82091,2025-02-21 09:24
F7636,B0200,右前安全气囊传感器故障,奥迪Q5L,79421,2025-08-11 11:23
F7637,P0606,ECM内部控制模块处理器故障,福特锐界,118171,2024-07-29 15:47
F7638,C0051,右后轮速传感器电路故障,吉利博越,42280,2025-02-10 15:21
F7639,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,49119,2024-09-03 13:12
F7640,P0113,进气温度传感器电压高,奔驰E级,117042,2025-06-26 08:51
F7641,P0301,1缸失火，发动机抖动,丰田卡罗拉,108205,2025-06-01 08:39
F7642,C0045,右前轮速传感器故障,大众朗逸,121463,2024-10-15 16:45
F7643,P0171,燃油系统过稀,本田思域,129780,2024-05-08 09:20
F7644,B1234,空调压缩机不工作,比亚迪汉,59268,2024-02-13 15:25
F7645,P0420,催化转化器效率低,宝马3系,36886,2025-10-29 17:42
F7646,P0299,涡轮增压器压力不足,福特蒙迪欧,89570,2025-03-18 10:01
F7647,C0121,刹车压力传感器信号异常,吉利星越L,112399,2025-07-31 16:21
F7648,B0081,主驾驶安全带传感器故障,奥迪A4L,121543,2025-12-15 10:16
F7649,P0521,机油压力传感器电路范围故障,长城哈弗H6,136698,2024-02-25 16:11
F7650,C0561,ABS系统控制模块故障,奔驰C级,22886,2025-04-21 09:53
F7651,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,121695,2024-03-17 13:58
F7652,B0100,空气囊控制模块故障,大众帕萨特,149250,2024-10-27 14:36
F7653,P0122,节气门位置传感器电压低,本田CR-V,122944,2025-11-23 09:00
F7654,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,126347,2025-02-07 14:56
F7655,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,105102,2025-01-16 08:07
F7656,B0200,右前安全气囊传感器故障,奥迪Q5L,62973,2025-04-24 11:23
F7657,P0606,ECM内部控制模块处理器故障,福特锐界,51137,2025-10-23 14:11
F7658,C0051,右后轮速传感器电路故障,吉利博越,85666,2024-07-09 16:20
F7659,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,48816,2024-03-19 08:34
F7660,P0113,进气温度传感器电压高,奔驰E级,45857,2025-02-07 13:42
F7661,P0301,1缸失火，发动机抖动,丰田卡罗拉,108574,2024-03-19 12:46
F7662,C0045,右前轮速传感器故障,大众朗逸,90169,2025-01-27 17:15
F7663,P0171,燃油系统过稀,本田思域,23638,2025-01-11 10:14
F7664,B1234,空调压缩机不工作,比亚迪汉,87305,2024-08-15 10:49
F7665,P0420,催化转化器效率低,宝马3系,140061,2025-07-07 17:45
F7666,P0299,涡轮增压器压力不足,福特蒙迪欧,45918,2025-05-24 13:35
F7667,C0121,刹车压力传感器信号异常,吉利星越L,76002,2024-03-20 09:03
F7668,B0081,主驾驶安全带传感器故障,奥迪A4L,88891,2025-11-09 17:46
F7669,P0521,机油压力传感器电路范围故障,长城哈弗H6,97030,2025-07-15 13:58
F7670,C0561,ABS系统控制模块故障,奔驰C级,127192,2025-08-28 16:54
F7671,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,36725,2025-08-15 12:03
F7672,B0100,空气囊控制模块故障,大众帕萨特,94609,2024-09-15 13:37
F7673,P0122,节气门位置传感器电压低,本田CR-V,51681,2025-11-10 12:26
F7674,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,138392,2024-02-07 10:57
F7675,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,36844,2024-01-03 08:26
F7676,B0200,右前安全气囊传感器故障,奥迪Q5L,147445,2025-10-17 12:20
F7677,P0606,ECM内部控制模块处理器故障,福特锐界,65758,2024-06-20 14:36
F7678,C0051,右后轮速传感器电路故障,吉利博越,55231,2025-05-05 11:19
F7679,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,100985,2024-11-09 09:36
F7680,P0113,进气温度传感器电压高,奔驰E级,80471,2024-10-29 09:54
F7681,P0301,1缸失火，发动机抖动,丰田卡罗拉,114565,2024-09-03 13:26
F7682,C0045,右前轮速传感器故障,大众朗逸,127215,2024-08-20 16:33
F7683,P0171,燃油系统过稀,本田思域,81279,2025-12-08 12:11
F7684,B1234,空调压缩机不工作,比亚迪汉,108820,2024-01-30 13:30
F7685,P0420,催化转化器效率低,宝马3系,59148,2025-02-16 12:41
F7686,P0299,涡轮增压器压力不足,福特蒙迪欧,51383,2024-06-05 16:35
F7687,C0121,刹车压力传感器信号异常,吉利星越L,81062,2024-05-15 09:22
F7688,B0081,主驾驶安全带传感器故障,奥迪A4L,95830,2024-05-26 14:06
F7689,P0521,机油压力传感器电路范围故障,长城哈弗H6,114020,2025-12-13 11:06
F7690,C0561,ABS系统控制模块故障,奔驰C级,108892,2025-10-25 16:30
F7691,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,130170,2024-10-18 10:58
F7692,B0100,空气囊控制模块故障,大众帕萨特,107417,2025-09-19 11:01
F7693,P0122,节气门位置传感器电压低,本田CR-V,54823,2024-01-30 17:08
F7694,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,25131,2024-01-18 16:10
F7695,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,96705,2025-01-08 09:06
F7696,B0200,右前安全气囊传感器故障,奥迪Q5L,58097,2025-07-25 11:45
F7697,P0606,ECM内部控制模块处理器故障,福特锐界,49109,2024-03-27 09:54
F7698,C0051,右后轮速传感器电路故障,吉利博越,128768,2024-07-26 10:21
F7699,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,141583,2025-06-27 10:07
F7700,P0113,进气温度传感器电压高,奔驰E级,146196,2024-05-12 08:33
F7701,P0301,1缸失火，发动机抖动,丰田卡罗拉,134607,2024-04-21 14:11
F7702,C0045,右前轮速传感器故障,大众朗逸,142150,2025-05-09 17:26
F7703,P0171,燃油系统过稀,本田思域,56805,2024-06-23 11:00
F7704,B1234,空调压缩机不工作,比亚迪汉,123119,2024-03-10 11:49
F7705,P0420,催化转化器效率低,宝马3系,132862,2024-07-23 15:21
F7706,P0299,涡轮增压器压力不足,福特蒙迪欧,68311,2024-03-06 12:10
F7707,C0121,刹车压力传感器信号异常,吉利星越L,53504,2024-03-27 16:12
F7708,B0081,主驾驶安全带传感器故障,奥迪A4L,118782,2024-07-26 09:10
F7709,P0521,机油压力传感器电路范围故障,长城哈弗H6,39953,2024-04-23 09:09
F7710,C0561,ABS系统控制模块故障,奔驰C级,50911,2025-03-05 15:26
F7711,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,140866,2025-07-20 12:21
F7712,B0100,空气囊控制模块故障,大众帕萨特,118894,2024-02-01 13:21
F7713,P0122,节气门位置传感器电压低,本田CR-V,137078,2025-11-13 10:28
F7714,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,66684,2024-07-01 08:38
F7715,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,95678,2024-08-03 10:55
F7716,B0200,右前安全气囊传感器故障,奥迪Q5L,48287,2025-01-12 15:06
F7717,P0606,ECM内部控制模块处理器故障,福特锐界,148521,2024-12-15 12:02
F7718,C0051,右后轮速传感器电路故障,吉利博越,97011,2024-11-22 11:58
F7719,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,111704,2024-07-18 14:41
F7720,P0113,进气温度传感器电压高,奔驰E级,63631,2025-12-10 08:13
F7721,P0301,1缸失火，发动机抖动,丰田卡罗拉,125590,2024-08-20 10:44
F7722,C0045,右前轮速传感器故障,大众朗逸,128063,2024-03-21 14:50
F7723,P0171,燃油系统过稀,本田思域,72204,2024-02-17 16:55
F7724,B1234,空调压缩机不工作,比亚迪汉,64106,2025-12-12 15:11
F7725,P0420,催化转化器效率低,宝马3系,48943,2025-12-25 16:35
F7726,P0299,涡轮增压器压力不足,福特蒙迪欧,141960,2024-09-01 14:24
F7727,C0121,刹车压力传感器信号异常,吉利星越L,30344,2024-09-12 16:58
F7728,B0081,主驾驶安全带传感器故障,奥迪A4L,65299,2024-05-28 09:17
F7729,P0521,机油压力传感器电路范围故障,长城哈弗H6,44452,2024-03-16 16:31
F7730,C0561,ABS系统控制模块故障,奔驰C级,107505,2025-01-11 12:54
F7731,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,148461,2024-07-15 17:06
F7732,B0100,空气囊控制模块故障,大众帕萨特,57429,2025-09-06 17:00
F7733,P0122,节气门位置传感器电压低,本田CR-V,86583,2025-01-31 13:11
F7734,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,139366,2025-02-13 11:36
F7735,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,116564,2025-06-02 17:29
F7736,B0200,右前安全气囊传感器故障,奥迪Q5L,26563,2025-02-05 14:16
F7737,P0606,ECM内部控制模块处理器故障,福特锐界,60876,2025-10-11 14:39
F7738,C0051,右后轮速传感器电路故障,吉利博越,112802,2024-02-14 08:14
F7739,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,25623,2025-12-28 12:33
F7740,P0113,进气温度传感器电压高,奔驰E级,140582,2025-09-15 14:00
F7741,P0301,1缸失火，发动机抖动,丰田卡罗拉,51452,2025-01-22 14:45
F7742,C0045,右前轮速传感器故障,大众朗逸,146128,2025-06-09 09:48
F7743,P0171,燃油系统过稀,本田思域,59838,2024-08-25 17:10
F7744,B1234,空调压缩机不工作,比亚迪汉,71964,2024-03-08 10:56
F7745,P0420,催化转化器效率低,宝马3系,133088,2025-06-15 09:28
F7746,P0299,涡轮增压器压力不足,福特蒙迪欧,47564,2024-03-14 10:07
F7747,C0121,刹车压力传感器信号异常,吉利星越L,96826,2024-06-01 10:36
F7748,B0081,主驾驶安全带传感器故障,奥迪A4L,29789,2025-04-16 16:55
